#distance	             h	             g
10.349300	    268.000000	      1.076015
10.361650	    248.000000	      0.993343
10.374000	    280.000000	      1.118848
10.386350	    232.000000	      0.924842
10.398700	    249.000000	      0.990254
10.411050	    251.000000	      0.995841
10.423400	    251.000000	      0.993483
10.435750	    254.000000	      1.002979
10.448100	    276.000000	      1.087276
10.460450	    239.000000	      0.939296
10.472800	    269.000000	      1.054708
10.485150	    262.000000	      1.024843
10.497500	    265.000000	      1.034141
10.509850	    265.000000	      1.031712
10.522200	    233.000000	      0.904999
10.534550	    274.000000	      1.061754
10.546900	    264.000000	      1.020610
10.559250	    292.000000	      1.126217
10.571600	    262.000000	      1.008150
10.583950	    249.000000	      0.955893
10.596300	    250.000000	      0.957496
10.608650	    259.000000	      0.989658
10.621000	    258.000000	      0.983545
10.633350	    273.000000	      1.038312
10.645700	    258.000000	      0.978987
10.658050	    250.000000	      0.946433
10.670400	    280.000000	      1.057553
10.682750	    284.000000	      1.070182
10.695100	    268.000000	      1.007559
10.707450	    263.000000	      0.986482
10.719800	    277.000000	      1.036602
10.732150	    260.000000	      0.970745
10.744500	    339.000000	      1.262795
10.756850	    274.000000	      1.018324
10.769200	    285.000000	      1.056777
10.781550	    261.000000	      0.965570
10.793900	    266.000000	      0.981817
10.806250	    257.000000	      0.946430
10.818600	    267.000000	      0.981013
10.830950	    281.000000	      1.030098
10.843300	    292.000000	      1.067986
10.855650	    285.000000	      1.040013
10.868000	    312.000000	      1.135954
10.880350	    273.000000	      0.991705
10.892700	    293.000000	      1.061945
